lei,legal_name,review_priority_score,review_reason,review_status,entity_type,review_note,coverage_gap_priority_score,reason_flags,uie_country,uie_source,evidence_tier,uie_confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,direct_parent_name,direct_parent_country,ultimate_parent_name,ultimate_parent_country,ctos_registered_malaysia,ctos_name,ctos_match_score,ctos_match_method,override_reason,source_url,source_note,city,size_proxy,has_parent_link,has_ultimate_link,foreign_parent,is_non_consolidating,has_exception_filed,has_inferred_parent,in_address_cluster
254900RE3TYIWVD4VK13,KAF Investment Bank Berhad,0.6357,validate_model_only_investor_economy,todo,financial_institution,High-priority model-only UIE; needs official annual-report or shareholder source,0.45565263861260574,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.853,OFFSHORE,0.853,0.7116,OFFSHORE;SG;DE,0.853;0.1414;0.003,,,,,0.0,,,,,,,Kuala Lumpur,3.778162177036952,0,0,0,1,1,0,1
254900AVOA9RLILJYZ04,Lion Industries Corporation Berhad,0.6357,validate_model_only_investor_economy,todo,operating_or_holding_company,High-priority model-only UIE; verify listed-group ultimate investor economy,0.45565263861260574,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7869,EUROPE,0.7869,0.6106,EUROPE;SG;US,0.7869;0.1763;0.0179,,,,,0.0,,,,,,,Kuala Lumpur,3.778162177036952,0,0,0,1,1,0,1
213800FHFD63EP1L6D67,ABRDN ISLAMIC MALAYSIA SDN. BHD.,0.6091,validate_model_only_investor_economy,todo,asset_manager,High-priority model-only UIE; likely foreign asset-manager group but needs official local parent/source,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6421,US,0.6421,0.2984,US;DE;SG,0.6421;0.3436;0.013,,,,,1.0,ABRDN ISLAMIC MALAYSIA SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
2549004XU9ENXP52Q969,ACB RESOURCES BERHAD,0.6091,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9827,SG,0.9827,0.9659,SG;GB;US,0.9827;0.0168;0.0002,,,,,1.0,ACB RESOURCES BERHAD,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900MWK6IGXYBB7777,AET DP SHUTTLE TANKERS SDN. BHD.,0.6091,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7533,EUROPE,0.7533,0.5836,EUROPE;DE;US,0.7533;0.1697;0.0364,,,,,1.0,AET DP SHUTTLE TANKERS SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
2549003WQXMOY5VUVH49,AET SHUTTLE TANKERS SDN. BHD.,0.6091,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5135,SG,0.5135,0.0478,SG;GB;EUROPE,0.5135;0.4657;0.0106,,,,,1.0,AET SHUTTLE TANKERS SDN. BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549003A7XTWD4HXWG83,AET TANKERS VLCC II SDN. BHD.,0.6091,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.822,EUROPE,0.822,0.7195,EUROPE;US;DE,0.822;0.1025;0.0629,,,,,1.0,AET TANKERS VLCC II SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
549300KWMDAFBV6VR711,AHAM Asset Management Berhad,0.6091,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9956,SG,0.9956,0.9938,SG;OFFSHORE;US,0.9956;0.0018;0.0008,,,,,1.0,AHAM ASSET MANAGEMENT BERHAD,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
5493006ZOIKK9R9I4O70,PGEO EDIBLE OILS SDN. BHD.,0.6076,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.4275654336138335,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,AMERICAS_OTHER,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9982,AMERICAS_OTHER,0.9982,0.9968,AMERICAS_OTHER;SG;US,0.9982;0.0014;0.0004,,,,,0.0,,,,,,,KUALA LUMPUR,5.609101298029189,0,0,0,0,1,0,1
254900SNFPTSDGGVEK77,TELEKOM MALAYSIA BERHAD,0.603,verify_address_cluster_parent,todo,telecommunications_group,High-priority address-cluster UIE; verify current substantial shareholder / control source,0.48296083270649826,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,MY,phase2_address_cluster,D_address_cluster,0.6,ASIA_OTHER,0.9955,0.9916,ASIA_OTHER;SG;GB,0.9955;0.0039;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,6.158638869402331,0,0,0,1,1,0,1
254900DM0V7OCPDUUC55,Axiata Group Berhad,0.5974,validate_model_only_investor_economy,todo,telecommunications_group,High-priority model-only UIE; verify current substantial shareholder / control source,0.41740233242551794,large_network_presence;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5179,SG,0.5179,0.2051,SG;AMERICAS_OTHER;ASIA_OTHER,0.5179;0.3128;0.1548,,,,,0.0,,,,,,,Kuala Lumpur,10.91959225413309,0,0,0,0,1,0,0
5493008INTDMC2FPM791,MENARA CITI HOLDING COMPANY SDN. BHD.,0.5965,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.4164833026968169,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9966,US,0.9966,0.9949,US;SG;DE,0.9966;0.0017;0.0007,,,,,0.0,,,,,,,KUALA LUMPUR,4.609101298029189,0,0,0,0,0,0,1
254900H861A3V9OFPK86,Allianz Technology Sdn. Bhd.,0.5891,verify_name_matched_parent,todo,operating_or_holding_company,,0.5090731048434652,inferred_parent_match;shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase1_name_match,C_name_match_high,1.0,DE,0.9961,0.9932,DE;GB;EUROPE,0.9961;0.0029;0.0005,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,1,1
9845006965CEB0T7F577,ALPHA INTERNATIONAL INC.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7509,DE,0.7509,0.5281,DE;GB;OFFSHORE,0.7509;0.2228;0.0208,,,,,0.0,,,,,,,Jalan Ranca-Ranca,1.3976854846715725,0,0,0,1,1,0,1
213800VGOBJTKQUQC157,AMTRUST MOBILE SOLUTIONS MALAYSIA HOLDINGS SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6259,DE,0.6259,0.2943,DE;US;GB,0.6259;0.3315;0.0332,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
213800ZN5YBW7CE7S367,AMTRUST MOBILE SOLUTIONS MALAYSIA SDN BHD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5406,DE,0.5406,0.0815,DE;US;GB,0.5406;0.4591;0.0002,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900XYR8MSZFTDHE87,Adel Investments Limited,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9169,DE,0.9169,0.848,DE;GB;OFFSHORE,0.9169;0.0689;0.0061,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,1,1,0,1
254900JSUFCD8B7WAL43,AmFunds Management Berhad,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9848,SG,0.9848,0.973,SG;OFFSHORE;DE,0.9848;0.0118;0.0025,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900PCGO502BBFBE45,AmIncome Regular 3,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9797,SG,0.9797,0.9699,SG;US;GB,0.9797;0.0099;0.0098,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900BFR13IIJELT818,AmIncome Regular 4,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9797,SG,0.9797,0.9699,SG;US;GB,0.9797;0.0099;0.0098,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
984500B6F10B972C6C09,B2B Capital Investment Bank Ltd.,0.5891,validate_model_only_investor_economy,todo,financial_institution,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9962,DE,0.9962,0.9942,DE;EUROPE;GB,0.9962;0.0019;0.0014,,,,,0.0,,,,,,,JALAN RANCA-RANCA,1.3976854846715725,0,0,0,1,1,0,1
254900EG8P39IVBGIL54,BGSM Management Sdn. Bhd.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9476,SG,0.9476,0.9021,SG;OFFSHORE;US,0.9476;0.0455;0.0047,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
549300RY3Q0YLHMEXM25,BURSA MALAYSIA DERIVATIVES CLEARING BERHAD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.998,DE,0.998,0.9965,DE;GB;US,0.998;0.0015;0.0004,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
2549005VGBA580BGCO65,BURSA MALAYSIA SECURITIES CLEARING SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9266,SG,0.9266,0.8868,SG;DE;US,0.9266;0.0398;0.0325,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900J2RBJH6UNEXA22,Barden Investments Ltd.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6394,GB,0.6394,0.3562,GB;DE;US,0.6394;0.2832;0.0661,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,1,1,0,1
254900UDVVJ8TRS6T396,Bursa Malaysia Depository Sdn. Bhd.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5577,SG,0.5577,0.137,SG;DE;US,0.5577;0.4207;0.0191,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
549300LDGRZCK5O1ZX84,DOMINION GLOBAL CORP.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8322,GB,0.8322,0.6928,GB;DE;US,0.8322;0.1394;0.0231,,,,,0.0,,,,,,,VICTORIA,1.3976854846715725,0,0,0,1,1,0,1
549300BURHVAE0ENAI31,GPW MALAYSIA LTD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9487,US,0.9487,0.9051,US;DE;GB,0.9487;0.0436;0.0044,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,1,1,0,1
9845004IF2DFCE55DD95,Grex Capital Limited,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9886,GB,0.9886,0.9797,GB;US;DE,0.9886;0.009;0.0021,,,,,0.0,,,,,,,Jalan Tun Mustapha,1.3976854846715725,0,0,0,1,1,0,1
549300G6CZWYEJE0HU45,HONEYWELL ENGINEERING SDN. BHD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.981,US,0.981,0.9651,US;DE;GB,0.981;0.0159;0.0019,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
213800QFBC6CGM258473,HONG LEONG CAPITAL BERHAD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9514,DE,0.9514,0.9109,DE;OFFSHORE;OTHER,0.9514;0.0405;0.0059,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
549300EGI40XD5GGWS62,HONG LEONG FINANCIAL GROUP BERHAD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5485,DE,0.5485,0.1242,DE;US;SG,0.5485;0.4243;0.0133,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
549300OCLB7H5K2SVV15,HONG LEONG INVESTMENT BANK BERHAD,0.5891,validate_model_only_investor_economy,todo,financial_institution,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9632,DE,0.9632,0.9511,DE;SG;US,0.9632;0.0122;0.0119,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
2549003VOWMNLW1DAP38,MANULIFE INSURANCE BERHAD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.994,DE,0.994,0.991,DE;US;OFFSHORE,0.994;0.003;0.0019,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
5493004QMXYQ0HL4RJ86,MANULIFE INVESTMENT MANAGEMENT (M) BERHAD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9977,DE,0.9977,0.9968,DE;US;GB,0.9977;0.0009;0.0008,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
2138007MH1NVGI6AME84,NTT MSC SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5778,EUROPE,0.5778,0.2224,EUROPE;DE;US,0.5778;0.3554;0.0386,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,1,1,0,1
21380033J5RJ8FOHZI92,OFFSHORE SUPPORT VESSELS 19 LTD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6335,DE,0.6335,0.2847,DE;US;EUROPE,0.6335;0.3488;0.0083,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,1,1,0,1
54930080YQEJTOCYCH90,PETRON FUEL INTERNATIONAL SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8246,US,0.8246,0.6502,US;DE;EUROPE,0.8246;0.1745;0.0004,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
549300ZLB6N2UTYDJ385,PETRON MALAYSIA REFINING & MARKETING BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9911,DE,0.9911,0.9836,DE;US;SG,0.9911;0.0075;0.0006,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
549300GYM78W2YRCLR35,PETRON OIL (M) SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.684,US,0.684,0.3702,US;DE;GB,0.684;0.3137;0.0007,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
549300SYMGBLXHQ1B488,POPULAR AMBIENCE SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4988,US,0.4988,0.0059,US;DE;GB,0.4988;0.4928;0.0048,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900UJQPPG4ZMI5105,PRINCIPAL FTSE ASEAN 40,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8929,DE,0.8929,0.8387,DE;US;GB,0.8929;0.0541;0.0422,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900XM9QRSI2E6OR47,Principal Islamic RetireEasy 2030,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8734,DE,0.8734,0.7573,DE;SG;GB,0.8734;0.1161;0.0046,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900SI649OXTKAO050,Principal Islamic RetireEasy 2040,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8734,DE,0.8734,0.7573,DE;SG;GB,0.8734;0.1161;0.0046,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900DYH8LM5RVGK565,Principal Islamic RetireEasy 2050,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8734,DE,0.8734,0.7573,DE;SG;GB,0.8734;0.1161;0.0046,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900DTHH6HH0BBEV92,Principal Islamic RetireEasy 2060,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8734,DE,0.8734,0.7573,DE;SG;GB,0.8734;0.1161;0.0046,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900WQDGEOJ1Q56Q21,Principal RetireEasy 2030,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9673,DE,0.9673,0.9402,DE;OFFSHORE;GB,0.9673;0.027;0.0034,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900RUAH3MSPFB6B92,Principal RetireEasy 2040,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9673,DE,0.9673,0.9402,DE;OFFSHORE;GB,0.9673;0.027;0.0034,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
2549008JUM9GEUSC9C13,Principal RetireEasy 2050,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9673,DE,0.9673,0.9402,DE;OFFSHORE;GB,0.9673;0.027;0.0034,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
254900EKSU8DLR7GA276,Principal RetireEasy 2060,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9673,DE,0.9673,0.9402,DE;OFFSHORE;GB,0.9673;0.027;0.0034,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,1
98450039AWJ574335414,Sheer Markets Limited,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9356,GB,0.9356,0.8736,GB;DE;EUROPE,0.9356;0.062;0.001,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,1
5493007NVPI07004UV55,TA Asia High Conviction Mandate,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8009,SG,0.8009,0.7016,SG;EUROPE;US,0.8009;0.0993;0.0989,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900LQBWFEAHUSQ712,TAIB Global,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8476,OFFSHORE,0.8476,0.6972,OFFSHORE;SG;US,0.8476;0.1503;0.0017,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2138005BSGSE9DRLBN39,TECPROTEC AVA SDN. BHD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9744,US,0.9744,0.9522,US;DE;SG,0.9744;0.0222;0.0018,,,,,0.0,,,,,,,KUALA LUMPAR,1.3976854846715725,0,0,0,1,1,0,1
549300A00PIMFVOPIN68,TRADEWINDS FUTURES LIMITED,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.3458,GB,0.3458,0.0121,GB;US;DE,0.3458;0.3337;0.291,,,,,0.0,,,,,,,LABUAN FEDERAL TERRITORY,1.3976854846715725,0,0,0,1,1,0,1
254900IT5UBBGJLEB209,Topline Technovations Limited,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6836,US,0.6836,0.4388,US;DE;GB,0.6836;0.2448;0.0297,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,1
254900N06F78HJCFX190,TradePlus MSCI Asia ex Japan REITs Tracker,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.538,SG,0.538,0.0797,SG;US;GB,0.538;0.4584;0.0013,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
