lei,legal_name,review_priority_score,review_reason,review_status,entity_type,review_note,coverage_gap_priority_score,reason_flags,uie_country,uie_source,evidence_tier,uie_confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,direct_parent_name,direct_parent_country,ultimate_parent_name,ultimate_parent_country,ctos_registered_malaysia,ctos_name,ctos_match_score,ctos_match_method,override_reason,source_url,source_note,city,size_proxy,has_parent_link,has_ultimate_link,foreign_parent,is_non_consolidating,has_exception_filed,has_inferred_parent,in_address_cluster
254900X8PU67UGGJSY30,One Flexitank Industries Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4894,GB,0.4894,0.0781,GB;DE;EUROPE,0.4894;0.4113;0.0858,,,,,0.0,,,,,,,Georgetown,1.3976854846715725,0,0,0,1,1,0,0
254900NUIBMMZF9T1S82,PACIFIC & ORIENT BERHAD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9961,SG,0.9961,0.9932,SG;OFFSHORE;DE,0.9961;0.0029;0.0007,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
213800BEEEWZ5OMTXK48,PANEAGLE HOLDINGS BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9517,DE,0.9517,0.9195,DE;US;OTHER,0.9517;0.0322;0.0091,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
9845002AE81FFD1JCB78,PAPER DIGITAL MY SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5651,US,0.5651,0.4199,US;EUROPE;AMERICAS_OTHER,0.5651;0.1452;0.1305,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
2549004VEYFQ8BXG7O34,PARAMOUNT UNTERNEHMENSBERATUNGS-GMBH,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8836,OFFSHORE,0.8836,0.7739,OFFSHORE;US;DE,0.8836;0.1097;0.0044,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,0,1,0,1
254900G1ZITYSU4NJ053,PARAYSMA SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9037,US,0.9037,0.8088,US;DE;GB,0.9037;0.0949;0.0006,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
2549004B8WPQU33QX915,PARKSON CREDIT SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5084,DE,0.5084,0.152,DE;OFFSHORE;GB,0.5084;0.3564;0.0628,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
213800SE4NLFZRVYKJ48,PCA REINSURANCE CO. LTD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6288,US,0.6288,0.3414,US;DE;OFFSHORE,0.6288;0.2874;0.0543,,,,,0.0,,,,,,,JALAN MERDEKA,1.3976854846715725,0,0,0,0,0,0,1
254900E9AIQMG445U528,PELIKAN INTERNATIONAL CORPORATION BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9681,DE,0.9681,0.9493,DE;GB;EUROPE,0.9681;0.0188;0.0076,,,,,0.0,,,,,,,SHAH ALAM,1.3976854846715725,0,0,0,1,1,0,0
254900OODIN9IKFMH231,PEMBINAAN JEMERLANG SDN.BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8831,DE,0.8831,0.7678,DE;US;GB,0.8831;0.1153;0.001,,,,,0.0,,,,,,,Subang Jaya,1.3976854846715725,0,0,0,1,1,0,0
984500C70A0F46EB3A74,PERSATUAN JURURAWAT MALAYSIA,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6341,DE,0.6341,0.3018,DE;US;GB,0.6341;0.3324;0.0271,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
549300Q1ZCQSA9RH7X69,PETCO TRADING LABUAN COMPANY LTD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4193,US,0.4193,0.0627,US;DE;SG,0.4193;0.3566;0.1913,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,1,0,1
984500A79C674C000D09,PETROCHEMICAL & POWER PLANT SERVICES SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,ASIA_OTHER,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9266,ASIA_OTHER,0.9266,0.8636,ASIA_OTHER;EUROPE;US,0.9266;0.063;0.0081,,,,,0.0,,,,,,,Puchong,1.3976854846715725,0,0,0,1,1,0,0
5493008N68KSVMTEMK63,PETRONAS LNG LTD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9845,US,0.9845,0.9694,US;DE;GB,0.9845;0.015;0.0003,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,1,1,0,0
5493004FZ52NDCTNTR21,PHILIPS LIGHTING COMMERCIAL MALAYSIA SDN. BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9986,US,0.9986,0.9976,US;DE;SG,0.9986;0.001;0.0002,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,1,1,0,0
549300WKJC99WCYYKT83,PHILIPS MALAYSIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.956,US,0.956,0.9133,US;DE;ASIA_OTHER,0.956;0.0427;0.0007,,,,,0.0,,,,,,,KUALA LAMPUR,1.3976854846715725,0,0,0,1,1,0,0
549300IU9LKLYY4BSB93,PRICE SOLUTIONS SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8355,US,0.8355,0.6893,US;GB;DE,0.8355;0.1462;0.0139,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
254900QSK82CYT9SXX61,PRIMULA TERBILANG SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7157,SG,0.7157,0.5374,SG;ASIA_OTHER;US,0.7157;0.1783;0.0781,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
98450047EA78BFYBF734,PROSPERITY INTERNATIONAL SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9922,DE,0.9922,0.9864,DE;GB;EUROPE,0.9922;0.0058;0.0017,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
2138003OVFZVDIQ7CL95,PRUDENTIAL SERVICES ASIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9985,US,0.9985,0.998,US;DE;GB,0.9985;0.0005;0.0004,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
549300L2RSQCVMOHGM20,PUBLIC BANK BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5441,SG,0.5441,0.0947,SG;GB;DE,0.5441;0.4494;0.0036,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900DB4TVZGQS0PZ60,Persatuan Soka Gakkai Malaysia,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8036,SG,0.8036,0.639,SG;US;EUROPE,0.8036;0.1647;0.0283,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900SMUDZOFO5EZD76,Principal Asset Management Berhad,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7488,SG,0.7488,0.5788,SG;EUROPE;US,0.7488;0.17;0.0473,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
549300ZK0OUTMSQ0N575,QUANTATIVE ASSET MANAGEMENT MY SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.634,US,0.634,0.2799,US;DE;SG,0.634;0.3541;0.008,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
549300F8D42LFTMWDL67,RBC INVESTOR SERVICES MALAYSIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9529,US,0.9529,0.9077,US;GB;DE,0.9529;0.0451;0.0014,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
25490092LEFGVEAB8835,RCE MARKETING SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6746,DE,0.6746,0.4004,DE;US;GB,0.6746;0.2742;0.0274,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,0,1,0,1
254900BPMOOF3QP9CD47,RCE TRADING SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5148,DE,0.5148,0.1977,DE;US;GB,0.5148;0.3171;0.1227,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,0,0,0,1
254900CB2RJIB8CX6P53,REBEN ENGINEERING (M) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5489,DE,0.5489,0.2448,DE;US;EUROPE,0.5489;0.3041;0.1295,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
984500DB0F57CBEF0640,REDTEN RESOURCES SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7333,OFFSHORE,0.7333,0.5153,OFFSHORE;SG;ASIA_OTHER,0.7333;0.218;0.0334,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900F4VG032WSQBT37,REDVEST WEALTH & ASSET MANAGEMENT SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9811,US,0.9811,0.9704,US;EUROPE;ASIA_OTHER,0.9811;0.0107;0.0034,,,,,0.0,,,,,,,Shah Alam,1.3976854846715725,0,0,0,1,1,0,0
5493006AM186Q0J0NF60,REFLEXION (M) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9911,US,0.9911,0.9864,US;GB;DE,0.9911;0.0047;0.0021,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,0,1,0,1
254900Z3K3CXG0J0SJ77,RKG KLOZER TRUST LTD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.673,GB,0.673,0.516,GB;US;DE,0.673;0.1571;0.1343,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,1,1,0,0
635400H1NRXSKUBKWV70,Revollet International Limited,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8614,US,0.8614,0.8074,US;GB;SG,0.8614;0.054;0.0325,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,1,0,1
213800QH6IRIIR476G80,River Prime Ltd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9319,US,0.9319,0.8721,US;DE;GB,0.9319;0.0598;0.0047,,,,,0.0,,,,,,,Federal Territory of Labuan,1.3976854846715725,0,0,0,0,1,0,1
254900YVTLDI4PV1FU02,Rubytech Resources Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7667,DE,0.7667,0.6636,DE;OFFSHORE;EUROPE,0.7667;0.1031;0.0689,,,,,0.0,,,,,,,Shah Alam,1.3976854846715725,0,0,0,1,1,0,0
254900F9AKARXUZGIG69,SAHAM SABAH BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8178,GB,0.8178,0.7262,GB;DE;US,0.8178;0.0916;0.0803,,,,,0.0,,,,,,,KOTA KINABALU,1.3976854846715725,0,0,0,1,1,0,0
5493000W4G7T3LKK9739,SANDAKAN EDIBLE OILS SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9861,US,0.9861,0.9752,US;EUROPE;GB,0.9861;0.0109;0.0012,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
54930050ZZ5KP7N21L49,SANDBOX CAPITAL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.599,US,0.599,0.341,US;DE;GB,0.599;0.258;0.084,,,,,0.0,,,,,,,George Town,1.3976854846715725,0,0,0,1,1,0,0
9845000658A72E96Y149,SAPURA FABRICATION SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9867,DE,0.9867,0.9758,DE;US;OFFSHORE,0.9867;0.0109;0.0011,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
2549007VR4CYURZ1JP68,SEMPLICE SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9208,US,0.9208,0.8437,US;DE;GB,0.9208;0.0771;0.0009,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
5493000OP5DF8CO70Y39,SENHENG ELECTRIC (KL) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5778,EUROPE,0.5778,0.1675,EUROPE;GB;DE,0.5778;0.4103;0.0061,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
9845009BL7EA56A5F785,SENSE SHIPPING AND TRADING SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8511,DE,0.8511,0.7426,DE;GB;EUROPE,0.8511;0.1085;0.0322,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
529900J0YZ7DT7QRDU15,SGB MY SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5006,DE,0.5006,0.0418,DE;US;SG,0.5006;0.4589;0.0214,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
254900ZJUABMHMF4DN46,SGOS Investment Ltd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.77,GB,0.77,0.5573,GB;US;DE,0.77;0.2127;0.0108,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,0,1,0,1
549300KQCVX4F1MG6Z38,SIDE HUSTLE SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7225,US,0.7225,0.4599,US;DE;GB,0.7225;0.2626;0.0119,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
254900PAGT8J7RSKDQ33,SILVER BULLION SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9046,DE,0.9046,0.8332,DE;US;EUROPE,0.9046;0.0715;0.0156,,,,,0.0,,,,,,,Johor Bahru,1.3976854846715725,0,0,0,1,1,0,0
98450023E1BB55991E47,SKYECHIP SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9741,GB,0.9741,0.9489,GB;DE;US,0.9741;0.0252;0.0003,,,,,0.0,,,,,,,GEORGE TOWN,1.3976854846715725,0,0,0,1,1,0,0
549300ZIBE52M72U1R75,SMART FREIGHT (M) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8259,US,0.8259,0.703,US;DE;ASIA_OTHER,0.8259;0.1229;0.0331,,,,,0.0,,,,,,,Klang,1.3976854846715725,0,0,0,1,1,0,0
549300Y1VTO735R7ZI34,SMITH ZAIN (PENANG) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9832,SG,0.9832,0.9749,SG;US;EUROPE,0.9832;0.0083;0.0066,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
2549002P87XYWR1QFV50,SMJ TERATAI SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.3927,GB,0.3927,0.0085,GB;US;DE,0.3927;0.3841;0.1806,,,,,0.0,,,,,,,Johor Bahru,1.3976854846715725,0,0,0,1,1,0,0
549300GM1ZWUX8GVD103,SOUTHERN STEEL BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7655,DE,0.7655,0.5347,DE;GB;SG,0.7655;0.2309;0.0019,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
5493005K43YKF6X8VK05,SOUTHERN STEEL MESH SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8598,US,0.8598,0.7285,US;DE;EUROPE,0.8598;0.1313;0.0077,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
213800KE7G6ZU426EI79,"SPROUT SYSTEMS CO., LTD.",0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6751,DE,0.6751,0.3839,DE;US;OFFSHORE,0.6751;0.2912;0.0232,,,,,0.0,,,,,,,JALAN MERDEKA,1.3976854846715725,0,0,0,1,1,0,0
254900F6CEATES8CGF14,SQ DIGITAL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7823,SG,0.7823,0.5842,SG;GB;US,0.7823;0.1981;0.0072,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
213800YRIH5O6CR9KI82,SRI HAN SURIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9917,US,0.9917,0.9887,US;GB;SG,0.9917;0.003;0.0022,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
254900CV8135XVL87Y39,SSG ASSETS SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4815,GB,0.4815,0.0671,GB;US;DE,0.4815;0.4144;0.0791,,,,,0.0,,,,,,,Kuching,1.3976854846715725,0,0,0,1,1,0,0
5493009JUVJZ60KLF493,STARR UNDERWRITING AGENTS (LABUAN) LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5722,DE,0.5722,0.158,DE;US;EUROPE,0.5722;0.4143;0.005,,,,,0.0,,,,,,,Victoria,1.3976854846715725,0,0,0,1,1,0,0
213800ZTXYNMW4C5VJ14,STRATEGY STATION LTD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6899,GB,0.6899,0.4313,GB;DE;US,0.6899;0.2586;0.0468,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,1,1,0,0
549300394G8QGTJCX884,SUMITOMO MITSUI BANKING CORPORATION MALAYSIA BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9544,DE,0.9544,0.9317,DE;US;GB,0.9544;0.0227;0.013,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
549300M5KRJIMM4EPL47,SUNEDISON (MALAYSIA) SOLAR ENGINEERING SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9976,US,0.9976,0.9958,US;GB;DE,0.9976;0.0018;0.0004,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,0,0,0,1
