lei,legal_name,review_priority_score,review_reason,review_status,entity_type,review_note,coverage_gap_priority_score,reason_flags,uie_country,uie_source,evidence_tier,uie_confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,direct_parent_name,direct_parent_country,ultimate_parent_name,ultimate_parent_country,ctos_registered_malaysia,ctos_name,ctos_match_score,ctos_match_method,override_reason,source_url,source_note,city,size_proxy,has_parent_link,has_ultimate_link,foreign_parent,is_non_consolidating,has_exception_filed,has_inferred_parent,in_address_cluster
254900HN95II2992PL66,18M Enhanced Income Fund 1,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8443,SG,0.8443,0.7647,SG;US;OFFSHORE,0.8443;0.0796;0.0694,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900GQJRZSAHWRDZ04,AHAM AIIMAN Asia (Ex Japan) Growth Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5748,US,0.5748,0.1548,US;SG;ASIA_OTHER,0.5748;0.42;0.0021,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549005DI015N4SLI387,AHAM AIIMAN Select Income Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6913,US,0.6913,0.4575,US;SG;EUROPE,0.6913;0.2337;0.0741,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549001L197CIVK3M843,AHAM AIIMAN WORLD SERIES - GLOBAL MULTI ASSET INCOME FUND,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,ASIA_OTHER,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9937,ASIA_OTHER,0.9937,0.9886,ASIA_OTHER;SG;US,0.9937;0.005;0.0012,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549004G0FJ2HWJ26J20,AHAM ALTERNATIVES – ALPHA BONDS,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9599,SG,0.9599,0.9268,SG;US;OFFSHORE,0.9599;0.0331;0.0036,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
25490099KA5OB2WYDA56,AHAM ALTERNATIVES – GLOBAL MARKET NEUTRAL FUND,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8357,SG,0.8357,0.6837,SG;ASIA_OTHER;US,0.8357;0.1519;0.0076,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900QD5GF3VSDUWX81,AHAM ASEAN Flexi Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5475,SG,0.5475,0.0961,SG;US;GB,0.5475;0.4514;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900D9U00GPZP9JS26,AHAM Absolute Return Fund I,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7619,US,0.7619,0.5272,US;SG;ASIA_OTHER,0.7619;0.2347;0.0023,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900LOX1ALORBGX968,AHAM Absolute Return Fund II,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7574,US,0.7574,0.5241,US;SG;ASIA_OTHER,0.7574;0.2333;0.0078,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900MRDKHBB5OGXV50,AHAM Absolute Return Fund III,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7621,US,0.7621,0.5274,US;SG;EUROPE,0.7621;0.2348;0.0022,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
25490027VC2M6KFGVL65,AHAM Aiiman Balanced Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9356,SG,0.9356,0.899,SG;US;OFFSHORE,0.9356;0.0366;0.0259,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900CESH48IHXU1X50,AHAM Aiiman ESG Income Plus Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9951,SG,0.9951,0.9913,SG;EUROPE;US,0.9951;0.0038;0.001,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900YGCOD9GO64SL87,AHAM Aiiman Global Income Plus Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6777,SG,0.6777,0.3571,SG;US;DE,0.6777;0.3206;0.0013,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900HGEQCIXOY36594,AHAM Aiiman Global Multi Thematic Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8666,SG,0.8666,0.7345,SG;US;OFFSHORE,0.8666;0.132;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900CTKF96486OZM94,AHAM Aiiman Global Thematic Mixed Asset Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,ASIA_OTHER,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5413,ASIA_OTHER,0.5413,0.0845,ASIA_OTHER;SG;GB,0.5413;0.4569;0.0016,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900R50UKIKT05HK63,AHAM Aiiman Income Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9828,SG,0.9828,0.9749,SG;US;GB,0.9828;0.0079;0.0078,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
25490004FDILJX7BGH35,AHAM Aiiman Money Market Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8836,SG,0.8836,0.7749,SG;US;EUROPE,0.8836;0.1087;0.0057,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900VU0GCD6F9XW020,AHAM Aiiman PRS Shariah Conservative Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9388,SG,0.9388,0.891,SG;GB;DE,0.9388;0.0478;0.0095,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900S38HQR9VX08S10,AHAM Aiiman PRS Shariah Growth Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9967,SG,0.9967,0.995,SG;GB;DE,0.9967;0.0016;0.0008,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900IG559IXFSK0O58,AHAM Aiiman PRS Shariah Moderate Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9966,SG,0.9966,0.9949,SG;GB;DE,0.9966;0.0017;0.0008,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900UI7UKH6W44XU41,AHAM Aiiman Quantum Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8756,SG,0.8756,0.7826,SG;US;ASIA_OTHER,0.8756;0.093;0.0177,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900GVMUASDSWYLF53,AHAM Aiiman World Series - Systematic World Equity Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9407,SG,0.9407,0.8989,SG;GB;US,0.9407;0.0418;0.0105,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900TT8EOVVBJEO632,AHAM Asia Bond Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8066,SG,0.8066,0.6149,SG;US;EUROPE,0.8066;0.1917;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549007W2MXQXM8WR016,AHAM Bond Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9892,SG,0.9892,0.9812,SG;US;EUROPE,0.9892;0.008;0.0015,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900K8U2EJUEXNM632,AHAM ESG SGD Bond Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5792,SG,0.5792,0.2898,SG;ASIA_OTHER;US,0.5792;0.2893;0.1232,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900YC4HTB13CL0996,AHAM ESG Wholesale Fixed Income Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9967,SG,0.9967,0.9951,SG;GB;DE,0.9967;0.0016;0.0008,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900BCKPO2527M7N70,AHAM EduGrowth & Income Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,ASIA_OTHER,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.81,ASIA_OTHER,0.81,0.6611,ASIA_OTHER;SG;US,0.81;0.1488;0.0406,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549002VDTM8LW537D88,AHAM Enhanced Deposit Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5841,SG,0.5841,0.1988,SG;OFFSHORE;US,0.5841;0.3853;0.0297,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900CXB59MWTVE3R84,AHAM Flexi Fund 6,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9775,SG,0.9775,0.957,SG;US;GB,0.9775;0.0206;0.0009,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900X0J0TD0O11QT90,AHAM Flexi Fund 7,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9775,SG,0.9775,0.957,SG;US;GB,0.9775;0.0206;0.0009,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900QC09ASBTC56L92,AHAM Flexi Fund 8,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9788,SG,0.9788,0.9616,SG;GB;DE,0.9788;0.0173;0.0017,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900J7Q6WPH4AFA813,AHAM Flexi Fund 9,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9844,SG,0.9844,0.9741,SG;EUROPE;US,0.9844;0.0103;0.0018,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549001R1K4NBAX4D035,AHAM Flexi Fund I,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6187,SG,0.6187,0.2392,SG;US;GB,0.6187;0.3795;0.0008,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549002IQBWCGTGHLK30,AHAM Flexi Fund II,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8066,SG,0.8066,0.6149,SG;US;EUROPE,0.8066;0.1917;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900BP6OZ59OTKGW31,AHAM Flexi Fund III,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8066,SG,0.8066,0.6149,SG;US;EUROPE,0.8066;0.1917;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549006PATRE3IUSB665,AHAM Flexi Fund V,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6187,SG,0.6187,0.2392,SG;US;GB,0.6187;0.3795;0.0008,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900DKBUV8BQPUSF17,AHAM Flexible Maturity Income Fund 15,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9423,SG,0.9423,0.9092,SG;US;ASIA_OTHER,0.9423;0.0331;0.0232,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900DB1REP8LFEDE82,AHAM Flexible Maturity Income Fund 16,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9882,SG,0.9882,0.9769,SG;US;OFFSHORE,0.9882;0.0113;0.0002,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549001DN2RQ5CXSKU97,AHAM Flexible Maturity Income Fund 17,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9882,SG,0.9882,0.9769,SG;US;OFFSHORE,0.9882;0.0113;0.0002,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900AFZU3OPYJDX365,AHAM Flexible Maturity Income Fund 18,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9882,SG,0.9882,0.9769,SG;US;OFFSHORE,0.9882;0.0113;0.0002,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549007K4X5U2VTT8B05,AHAM Flexible Maturity Income Fund 19,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9882,SG,0.9882,0.9769,SG;US;OFFSHORE,0.9882;0.0113;0.0002,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900FC3PUDLIYHUH90,AHAM Flexible Maturity Income Fund 20,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9423,SG,0.9423,0.9092,SG;US;ASIA_OTHER,0.9423;0.0331;0.0232,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
25490055SR7GA8LROX21,AHAM Flexible Maturity Income Fund 21,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9423,SG,0.9423,0.9092,SG;US;ASIA_OTHER,0.9423;0.0331;0.0232,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900NVEP1J4BFKZZ83,AHAM Hard Currencies Fixed Income Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9882,SG,0.9882,0.9769,SG;US;OFFSHORE,0.9882;0.0113;0.0002,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549000KZLGGHZYNFN63,AHAM INR Flexi Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8066,SG,0.8066,0.6149,SG;US;EUROPE,0.8066;0.1917;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900S01YCS8H9B0S67,AHAM Income Extra Fund,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9567,SG,0.9567,0.9146,SG;US;GB,0.9567;0.0421;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900CLE1YCZIWHCS51,AHAM Income Fund 3,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9875,SG,0.9875,0.9764,SG;US;EUROPE,0.9875;0.0111;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900GF8VK7H2TNPX19,AHAM Income Fund 4,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9875,SG,0.9875,0.9764,SG;US;EUROPE,0.9875;0.0111;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
25490064GVQLG3VUO656,AHAM Income Fund 5,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9875,SG,0.9875,0.9764,SG;US;EUROPE,0.9875;0.0111;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900L6AUHP3XSGAB23,AHAM Income Fund 6,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9299,SG,0.9299,0.8872,SG;US;ASIA_OTHER,0.9299;0.0427;0.0188,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900NQP4KDZLKNDX83,AHAM Income Fund 7,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9883,SG,0.9883,0.9804,SG;GB;DE,0.9883;0.0078;0.0017,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900CWYJ5K5CEF2812,AHAM Income Fund 8,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9942,SG,0.9942,0.9916,SG;EUROPE;GB,0.9942;0.0026;0.0017,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900PGR7Y00NQDAC41,AHAM Income Fund I,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9891,SG,0.9891,0.9797,SG;US;EUROPE,0.9891;0.0095;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
254900UXLAV1IXL7LK58,AHAM Income Fund II,0.3891,fund_product_vehicle_rule_applied,product_vehicle_rule_applied,fund_or_product_vehicle,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9891,SG,0.9891,0.9797,SG;US;EUROPE,0.9891;0.0095;0.0005,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
