host_country,lei,legal_name,entity_country,direct_parent_lei,direct_parent_name,direct_parent_country,ultimate_parent_lei,ultimate_parent_name,ultimate_parent_country,chain_parent_lei,chain_parent_name,chain_parent_country,chain_parent_relationship_type,uie_lei,uie_name,uie_country,uie_source,evidence_tier,uie_confidence,is_known_uie,is_inferred_uie,is_non_consolidating,exception_reason,matched_parent_lei,matched_parent_name,matched_parent_country,brand_token,match_score,inferred_parent_lei,address_parent_name,address_parent_country,confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,ctos_registered_malaysia,ctos_name,ctos_registration_no,ctos_match_score,ctos_match_method,ctos_url,override_reason,source_url,source_note
SG,549300VI6FGX48IZPM04,"""K"" LINE PTE LTD",SG,353800FL04R73DS5P870,川崎汽船株式会社,JP,353800FL04R73DS5P870,川崎汽船株式会社,JP,,,,,353800FL04R73DS5P870,川崎汽船株式会社,JP,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,JP,0.642,0.4722,JP;IN;EUROPE,0.642;0.1698;0.0581,0,,,,,,,,
SG,5299004ZCZ3DBGMBIJ51,360T ASIA PACIFIC PTE. LTD.,SG,529900G3SW56SHYNPR95,Deutsche Börse Aktiengesellschaft,DE,529900G3SW56SHYNPR95,Deutsche Börse Aktiengesellschaft,DE,,,,,529900G3SW56SHYNPR95,Deutsche Börse Aktiengesellschaft,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.5977,0.3747,DE;NL;US,0.5977;0.223;0.0389,0,,,,,,,,
SG,984500IBA0E8844A6726,A ONE GOLD SINGAPORE PTE. LTD.,SG,335800G7ZOBLF3SXHB36,A-ONE STEELS INDIA LIMITED,IN,335800G7ZOBLF3SXHB36,A-ONE STEELS INDIA LIMITED,IN,,,,,335800G7ZOBLF3SXHB36,A-ONE STEELS INDIA LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.3847,0.0734,IN;US;DE,0.3847;0.3112;0.0801,0,,,,,,,,
SG,2549003483X2NJ4IPH41,AASTAR TRADING PTE. LTD.,SG,984500C9A95SFFBF4C64,WH INVESTMENTS PTE. LTD.,SG,984500C9A95SFFBF4C64,WH INVESTMENTS PTE. LTD.,SG,,,,,984500C9A95SFFBF4C64,WH INVESTMENTS PTE. LTD.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.2901,0.0699,DE;IN;KY,0.2901;0.2201;0.0925,0,,,,,,,,
SG,254900F5HGHOIGJZRL19,ABAQA INTERNATIONAL PTE. LTD.,SG,,,,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,,,,,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,ASIA_OTHER,0.8209,0.7682,ASIA_OTHER;KY;IN,0.8209;0.0527;0.0292,0,,,,,,,,
SG,549300E06DD6S9CM0K12,"ABBOTT MEDICAL (SINGAPORE), PTE. LTD.",SG,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.7741,0.7065,US;TH;KY,0.7741;0.0676;0.0334,0,,,,,,,,
SG,6354009CKAEF7GU3OC74,ABC Arbitrage Asset Management Asia Pte. Ltd.,SG,969500IZ7E6B3QVX2I11,ABC ARBITRAGE,FR,969500IZ7E6B3QVX2I11,ABC ARBITRAGE,FR,,,,,969500IZ7E6B3QVX2I11,ABC ARBITRAGE,FR,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,FR,0.4711,0.2905,FR;DE;US,0.4711;0.1807;0.0903,0,,,,,,,,
SG,254900E6OE5YJ9WCCU19,ABJA INVESTMENT CO. PTE. LTD.,SG,335800E6C75YGSGD5T66,TATA STEEL LIMITED,IN,335800E6C75YGSGD5T66,TATA STEEL LIMITED,IN,,,,,335800E6C75YGSGD5T66,TATA STEEL LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.7206,0.6427,IN;FR;KY,0.7206;0.078;0.0506,0,,,,,,,,
SG,254900TMKP3JU0LFFI47,ACADIAN ASSET MANAGEMENT (SINGAPORE) PTE LTD,SG,RQTOM0CI0L1JQEIRRN40,Acadian Asset Management LLC,US,RQTOM0CI0L1JQEIRRN40,Acadian Asset Management LLC,US,,,,,RQTOM0CI0L1JQEIRRN40,Acadian Asset Management LLC,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.7611,0.6999,US;CN;GB,0.7611;0.0612;0.0381,0,,,,,,,,
SG,254900NPWELK2VHXCK55,ACEN Renewables International Pte. Ltd.,SG,549300ZYHD5YBZVSYZ84,AC ENERGY AND INFRASTRUCTURE CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,ultimate_parent,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,ASIA_OTHER,0.4665,0.3606,ASIA_OTHER;GB;US,0.4665;0.1058;0.1023,0,,,,,,,,
SG,254900SM6PCNBV2T1T84,ACI WORLDWIDE (ASIA) PTE. LTD.,SG,,,,5493003BPVMZUJ6F5C02,"ACI WORLDWIDE, INC.",US,,,,,5493003BPVMZUJ6F5C02,"ACI WORLDWIDE, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,NO,0.3632,0.1588,NO;US;IN,0.3632;0.2044;0.0718,0,,,,,,,,
SG,984500CDAAEFAD4C4C90,ACT SOLUTIONS APAC PTE. LTD.,SG,724500N11LY720059605,ACT Commodities Group B.V.,NL,7245009RYNJMJ2DR2K36,Sustainable Market Solutions Holding B.V.,NL,,,,,7245009RYNJMJ2DR2K36,Sustainable Market Solutions Holding B.V.,NL,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,NL,0.5332,0.4423,NL;HK;EUROPE,0.5332;0.0909;0.0756,0,,,,,,,,
SG,549300YN252N85IFEU88,ADANI GLOBAL PTE. LTD.,SG,335800OTN96B3M38HC30,ADANI ENTERPRISES LIMITED,IN,335800OTN96B3M38HC30,ADANI ENTERPRISES LIMITED,IN,,,,,335800OTN96B3M38HC30,ADANI ENTERPRISES LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.621,0.4941,IN;ASIA_OTHER;US,0.621;0.1269;0.0631,0,,,,,,,,
SG,254900CL04A9YPXI2L50,ADANI INTERNATIONAL PORTS HOLDINGS PTE. LTD.,SG,335800QOAXP5TM7OYP69,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,IN,335800QOAXP5TM7OYP69,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,IN,,,,,335800QOAXP5TM7OYP69,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.4119,0.0662,IN;US;CA,0.4119;0.3457;0.0601,0,,,,,,,,
SG,254900AGIR1HE0S19Q36,ADANI POWER GLOBAL PTE. LTD.,SG,33580074T4XKFXBDG813,ADANI POWER LIMITED,IN,33580074T4XKFXBDG813,ADANI POWER LIMITED,IN,,,,,33580074T4XKFXBDG813,ADANI POWER LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.2312,0.0367,IN;US;KY,0.2312;0.1945;0.1151,0,,,,,,,,
SG,254900NIWNR8X726OD66,ADEDAYO FUNDS PTE. LTD.,SG,2549003AJWHA10JEVE48,ADEDAYO HOLDING PTE. LTD.,SG,2549003AJWHA10JEVE48,ADEDAYO HOLDING PTE. LTD.,SG,,,,,2549003AJWHA10JEVE48,ADEDAYO HOLDING PTE. LTD.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,ASIA_OTHER,0.2569,0.0703,ASIA_OTHER;GB;US,0.2569;0.1866;0.1725,0,,,,,,,,
SG,25490041Z1I8Z38YXG25,ADEDAYO INVESTMENT PTE. LTD.,SG,2549003AJWHA10JEVE48,ADEDAYO HOLDING PTE. LTD.,SG,2549003AJWHA10JEVE48,ADEDAYO HOLDING PTE. LTD.,SG,,,,,2549003AJWHA10JEVE48,ADEDAYO HOLDING PTE. LTD.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.2735,0.014,IN;HK;BM,0.2735;0.2595;0.1026,0,,,,,,,,
SG,549300RIBYHDW0PXLC81,ADM ASIA-PACIFIC TRADING PTE. LTD.,SG,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,,,,,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.8335,0.7633,US;FR;KY,0.8335;0.0702;0.0401,0,,,,,,,,
SG,254900F9FYTK7ZOY3Y61,ADM INVESTMENT SINGAPORE PTE. LTD.,SG,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,,,,,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.8602,0.795,US;KY;CH,0.8602;0.0652;0.0202,0,,,,,,,,
SG,549300QVM81IWTA2P920,ADM STF PTE. LTD.,SG,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,,,,,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.857,0.8111,US;KY;GB,0.857;0.0459;0.0442,0,,,,,,,,
SG,25490020ANCY4VDS3D20,ADMIS SINGAPORE PTE. LIMITED,SG,,,,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,,,,,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.8478,0.7584,US;FR;KY,0.8478;0.0894;0.0209,0,,,,,,,,
SG,2549005N2BK56EZDXR97,ADNOC GLOBAL TRADING ASIA PTE. LTD.,SG,254900MIYOU2JLGPKO84,ADNOC GLOBAL TRADING LTD,AE,5493009O1JMLWDLTIC26,Abu Dhabi National Oil Company,AE,,,,,5493009O1JMLWDLTIC26,Abu Dhabi National Oil Company,AE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,MIDEAST_AFRICA,0.9355,0.9187,MIDEAST_AFRICA;BM;IN,0.9355;0.0167;0.0123,0,,,,,,,,
SG,254900WJ674AE639HH90,ADNOC TRADING ASIA PTE. LTD.,SG,254900OEH0FKCU205217,ADNOC TRADING LTD,AE,5493009O1JMLWDLTIC26,Abu Dhabi National Oil Company,AE,,,,,5493009O1JMLWDLTIC26,Abu Dhabi National Oil Company,AE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,MIDEAST_AFRICA,0.8412,0.7706,MIDEAST_AFRICA;BM;IN,0.8412;0.0706;0.03,0,,,,,,,,
SG,254900T1F1SIEXT0EB65,ADV PARTNERS II PTE. LTD.,SG,549300DIA8ZE5DLP1B10,"ADV Opportunities Fund II, L.P.",KY,549300DIA8ZE5DLP1B10,"ADV Opportunities Fund II, L.P.",KY,,,,,549300DIA8ZE5DLP1B10,"ADV Opportunities Fund II, L.P.",KY,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,KY,0.5326,0.3548,KY;US;ASIA_OTHER,0.5326;0.1777;0.0627,0,,,,,,,,
SG,254900PSAN8BXDVSU948,ADV PARTNERS MANAGEMENT PTE. LIMITED,SG,5493000GLBVJM0M2DF69,ADV PARTNERS CAPITAL MANAGEMENT LTD.,KY,5493000GLBVJM0M2DF69,ADV PARTNERS CAPITAL MANAGEMENT LTD.,KY,,,,,5493000GLBVJM0M2DF69,ADV PARTNERS CAPITAL MANAGEMENT LTD.,KY,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.4862,0.2445,IN;US;KY,0.4862;0.2417;0.1031,0,,,,,,,,
SG,254900925A2480R8AZ34,ADVIK SINGAPORE PTE. LTD.,SG,,,,3358005JHI9HLF2H4W13,ADVIK HI-TECH PRIVATE LIMITED,IN,,,,,3358005JHI9HLF2H4W13,ADVIK HI-TECH PRIVATE LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.3445,0.0776,IN;US;CN,0.3445;0.2669;0.1523,0,,,,,,,,
SG,2549002DRA0AZCKXUY44,ADYEN SINGAPORE PTE. LTD.,SG,254900GZI5YQV9VVOW75,Adyen International B.V.,NL,724500973ODKK3IFQ447,Adyen N.V.,NL,,,,,724500973ODKK3IFQ447,Adyen N.V.,NL,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,NL,0.7935,0.6939,NL;US;EUROPE,0.7935;0.0996;0.0531,0,,,,,,,,
SG,2549001TQNO2TTOMPT76,AEG-IND PTE. LTD.,SG,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,,,,,5493000MJF3UCGLCJG03,"Green Branches Investment, L.P.",KY,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,KY,0.8083,0.7658,KY;IN;US,0.8083;0.0426;0.0377,0,,,,,,,,
SG,9845007637BAF2D05A29,AEGIS GROUP INTERNATIONAL PTE. LTD.,SG,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,,,,,335800R6OF8UV8J3G994,AEGIS LOGISTICS LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.3726,0.2275,US;IN;GB,0.3726;0.1452;0.079,0,,,,,,,,
SG,8368002J1JJZIBQQI725,AEGON-INDUSTRIAL ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,SG,300300ZH78FSPAINIJ38,兴证全球基金管理有限公司,CN,300300E1011435000093,兴业证券股份有限公司,CN,,,,,300300E1011435000093,兴业证券股份有限公司,CN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,
SG,25490003U4R9K1O7A780,AET TANKERS VLCC V PTE. LTD.,SG,254900SQVGFLO3SINS81,AET Bermuda Holdings Limited,BM,9845002055U77FF6B972,MISC BERHAD,MY,,,,,9845002055U77FF6B972,MISC BERHAD,MY,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,BM,0.9873,0.9835,BM;AU;SG,0.9873;0.0038;0.0018,0,,,,,,,,
SG,254900QA8WC3U2LGJG20,AEV INTERNATIONAL PTE. LTD.,SG,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,,,,,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,ASIA_OTHER,0.1484,0.0135,ASIA_OTHER;NO;OTHER,0.1484;0.1348;0.1154,0,,,,,,,,
SG,984500V0B8G6DABCFE53,AFFLE INTERNATIONAL PTE. LTD.,SG,335800VOXUF6XMCWSD89,AFFLE 3I LIMITED,IN,9845005A7MC2D7FDQ742,AFFLE HOLDINGS PTE. LTD.,SG,,,,,9845005A7MC2D7FDQ742,AFFLE HOLDINGS PTE. LTD.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.3222,0.133,IN;ASIA_OTHER;SG,0.3222;0.1892;0.1673,0,,,,,,,,
SG,254900WVFE26K27XA129,AGC SINGAPORE SERVICES PTE. LTD.,SG,JE4WFFEELMVPFZ0G1E77,AGC株式会社,JP,JE4WFFEELMVPFZ0G1E77,AGC株式会社,JP,,,,,JE4WFFEELMVPFZ0G1E77,AGC株式会社,JP,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.2427,0.0734,DE;US;ASIA_OTHER,0.2427;0.1693;0.1565,0,,,,,,,,
SG,549300TQ367PXZUHLB54,AGILENT TECHNOLOGIES SINGAPORE (HOLDINGS) PTE. LTD.,SG,QUIX8Y7A2WP0XRMW7G29,"AGILENT TECHNOLOGIES, INC.",US,QUIX8Y7A2WP0XRMW7G29,"AGILENT TECHNOLOGIES, INC.",US,,,,,QUIX8Y7A2WP0XRMW7G29,"AGILENT TECHNOLOGIES, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.7887,0.6924,US;KY;IN,0.7887;0.0963;0.0353,0,,,,,,,,
SG,984500EBB0EF3E80A708,AGPL PTE. LTD.,SG,9845005A7MC2D7FDQ742,AFFLE HOLDINGS PTE. LTD.,SG,9845005A7MC2D7FDQ742,AFFLE HOLDINGS PTE. LTD.,SG,,,,,9845005A7MC2D7FDQ742,AFFLE HOLDINGS PTE. LTD.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.7202,0.5566,US;CH;OTHER,0.7202;0.1636;0.0274,0,,,,,,,,
SG,529900RB7GZKUA5QCY80,AGRAMKOW ASIA PACIFIC PTE. LTD.,SG,,,,5299003APZ54EDTSRO20,Dürr Aktiengesellschaft,DE,,,,,5299003APZ54EDTSRO20,Dürr Aktiengesellschaft,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.2108,0.0426,US;DE;JP,0.2108;0.1682;0.1342,0,,,,,,,,
SG,875500ZKSUGT1E96UQ43,AGRI SUPPLY CHAIN PTE. LIMITED,SG,549300CLO0OL2TF1O743,VALENCY INTERNATIONAL PTE. LTD.,SG,549300CLO0OL2TF1O743,VALENCY INTERNATIONAL PTE. LTD.,SG,,,,,549300CLO0OL2TF1O743,VALENCY INTERNATIONAL PTE. LTD.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.2831,0.1639,US;KY;IN,0.2831;0.1192;0.0959,0,,,,,,,,
SG,549300LPXIRPM2Y46M39,AIA GROUP CAPITAL PRIVATE LIMITED,SG,,,,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,,,,,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,HK,0.7393,0.633,HK;SG;US,0.7393;0.1064;0.0467,0,,,,,,,,
SG,549300QTIFOG2JQJDQ51,AIA INVESTMENT MANAGEMENT PRIVATE LIMITED,SG,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,,,,,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,HK,0.859,0.8116,HK;US;JP,0.859;0.0474;0.0435,0,,,,,,,,
SG,529900UAYCG36MYKO125,AIR LIQUIDE GLOBAL EXPORT MATERIALS PTE. LTD.,SG,969500MMPQVHK671GT54,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,FR,969500MMPQVHK671GT54,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,FR,,,,,969500MMPQVHK671GT54,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,FR,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,FR,0.7304,0.6291,FR;US;JP,0.7304;0.1013;0.0289,0,,,,,,,,
SG,2549001X4E1KBBMEQK85,AIR PRODUCTS (SINGAPORE) ENERGY PTE. LTD.,SG,GNW2BNDXTGZVMKOM1956,PRODAIR CORPORATION,US,7QEON6Y1RL5XR3R1W237,"AIR PRODUCTS AND CHEMICALS, INC.",US,,,,,7QEON6Y1RL5XR3R1W237,"AIR PRODUCTS AND CHEMICALS, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.7269,0.676,US;GB;KY,0.7269;0.0509;0.0396,0,,,,,,,,
SG,549300NQ2NMMRVB8PG13,AIR PRODUCTS SINGAPORE INDUSTRIAL GASES PTE. LTD.,SG,GNW2BNDXTGZVMKOM1956,PRODAIR CORPORATION,US,7QEON6Y1RL5XR3R1W237,"AIR PRODUCTS AND CHEMICALS, INC.",US,,,,,7QEON6Y1RL5XR3R1W237,"AIR PRODUCTS AND CHEMICALS, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.6281,0.5416,US;GB;NL,0.6281;0.0865;0.0691,0,,,,,,,,
SG,353800L8JU1N61O6BT76,AIRPORT FACILITIES ASIA PTE. LTD.,SG,3538003U8FJWNCO7VZ82,空港施設株式会社,JP,3538003U8FJWNCO7VZ82,空港施設株式会社,JP,,,,,3538003U8FJWNCO7VZ82,空港施設株式会社,JP,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,JP,0.9487,0.9347,JP;FR;SG,0.9487;0.0139;0.0125,0,,,,,,,,
SG,549300VKMAKF06B7M328,AIRRO II SINGAPORE 1 PTE. LTD.,SG,549300TL6ADTK1C8M761,TRG MANAGEMENT LP,US,549300TL6ADTK1C8M761,TRG MANAGEMENT LP,US,,,,,549300TL6ADTK1C8M761,TRG MANAGEMENT LP,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.5598,0.4772,US;JP;FR,0.5598;0.0827;0.0814,0,,,,,,,,
SG,549300GQSJO0RFR6WM73,AIRRO II SINGAPORE 2A PTE. LTD.,SG,549300TL6ADTK1C8M761,TRG MANAGEMENT LP,US,549300TL6ADTK1C8M761,TRG MANAGEMENT LP,US,,,,,549300TL6ADTK1C8M761,TRG MANAGEMENT LP,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.6717,0.5906,US;DE;JP,0.6717;0.0811;0.0576,0,,,,,,,,
SG,213800XX1S2EBU7ZR892,AKASHAVERSE PTE. LTD.,SG,549300VVIM7GGX24K555,SCV MASTER HOLDING COMPANY PTE. LTD.,SG,U4LOSYZ7YG4W3S5F2G91,STANDARD CHARTERED PLC,GB,U4LOSYZ7YG4W3S5F2G91,STANDARD CHARTERED PLC,GB,ultimate_parent,U4LOSYZ7YG4W3S5F2G91,STANDARD CHARTERED PLC,GB,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,GB,0.9948,0.9936,GB;US;AU,0.9948;0.0012;0.0012,0,,,,,,,,
SG,529900270TRIBNA1OG38,AL PAG CHINA PTE. LTD.,SG,,,,969500MMPQVHK671GT54,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,FR,,,,,969500MMPQVHK671GT54,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,FR,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,FR,0.5331,0.3938,FR;NL;ASIA_OTHER,0.5331;0.1394;0.1144,0,,,,,,,,
SG,9845008C3A03LEBD8A26,ALCHEMY INVESTMENT MANAGEMENT PTE. LTD.,SG,3358006VHWMWCEN9RS95,ALCHEMY CAPITAL MANAGEMENT PRIVATE LIMITED,IN,3358006VHWMWCEN9RS95,ALCHEMY CAPITAL MANAGEMENT PRIVATE LIMITED,IN,,,,,3358006VHWMWCEN9RS95,ALCHEMY CAPITAL MANAGEMENT PRIVATE LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.5766,0.4427,IN;US;ASIA_OTHER,0.5766;0.1339;0.0889,0,,,,,,,,
SG,549300LMGZAQUK2HIS68,ALCON SINGAPORE MANUFACTURING PTE. LTD.,SG,549300LDT5AP8S0NBM78,ALCON AG,CH,549300LDT5AP8S0NBM78,ALCON AG,CH,,,,,549300LDT5AP8S0NBM78,ALCON AG,CH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.3405,0.1218,US;IN;CH,0.3405;0.2187;0.1981,0,,,,,,,,
SG,984500A491IU84051D17,ALLIANCE ASIA-PAC PTE. LTD.,SG,98450040C6FB78A97D63,ALLIANCE WORLD MANUFACTURING LIMITED,IN,98450040C6FB78A97D63,ALLIANCE WORLD MANUFACTURING LIMITED,IN,,,,,98450040C6FB78A97D63,ALLIANCE WORLD MANUFACTURING LIMITED,IN,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,IN,0.8221,0.7727,IN;US;HK,0.8221;0.0494;0.0265,0,,,,,,,,
SG,5493000ORJ61YJG7EA30,ALLIANCEBERNSTEIN (SINGAPORE) LTD.,SG,0JK55UGWSWNF3X7KLQ85,ALLIANCEBERNSTEIN L.P.,US,549300FIBAKMNHPZ4009,"EQUITABLE HOLDINGS, INC.",US,,,,,549300FIBAKMNHPZ4009,"EQUITABLE HOLDINGS, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.8435,0.8024,US;CN;EUROPE,0.8435;0.0411;0.017,0,,,,,,,,
SG,254900BVSN13OAH1SL77,ALLSPRING GLOBAL INVESTMENTS (SINGAPORE) PTE. LTD.,SG,254900RKHIU3XL25K654,"ALLSPRING GLOBAL INVESTMENTS HOLDINGS, LLC",US,254900RKHIU3XL25K654,"ALLSPRING GLOBAL INVESTMENTS HOLDINGS, LLC",US,,,,,254900RKHIU3XL25K654,"ALLSPRING GLOBAL INVESTMENTS HOLDINGS, LLC",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,529900RTERU3X7G3D672,NEXTDC LIMITED,AU,0.6,GB,0.5383,0.2895,GB;US;AU,0.5383;0.2488;0.1113,0,,,,,,,,
