host_country,lei,legal_name,entity_country,direct_parent_lei,direct_parent_name,direct_parent_country,ultimate_parent_lei,ultimate_parent_name,ultimate_parent_country,chain_parent_lei,chain_parent_name,chain_parent_country,chain_parent_relationship_type,uie_lei,uie_name,uie_country,uie_source,evidence_tier,uie_confidence,is_known_uie,is_inferred_uie,is_non_consolidating,exception_reason,matched_parent_lei,matched_parent_name,matched_parent_country,brand_token,match_score,inferred_parent_lei,address_parent_name,address_parent_country,confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,ctos_registered_malaysia,ctos_name,ctos_registration_no,ctos_match_score,ctos_match_method,ctos_url,override_reason,source_url,source_note
PH,549300JBDVIIMW4FW262,ABBOTT LABORATORIES.,PH,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,NON_PUBLIC,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,ABBOTT LABORATORIES,100.0,,,,,US,0.6685,0.4345,US;DE;AMERICAS_OTHER,0.6685;0.2341;0.046,0,,,,,,,,
PH,5493005RFT8TSVQA8J94,"ABBOTT PRODUCTS (PHILIPPINES), INC.",PH,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,NON_PUBLIC,,,,,,,,,,US,0.478,0.2473,US;DE;OFFSHORE,0.478;0.2307;0.0942,0,,,,,,,,
PH,254900UHTKF4VBSFTL94,ABOITIZ POWER CORPORATION,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,,,,,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.3727,0.1231,EUROPE;DE;US,0.3727;0.2496;0.1975,0,,,,,,,,
PH,254900991FLRNZJTN223,"ABOITIZ RENEWABLES, INC.",PH,254900UHTKF4VBSFTL94,ABOITIZ POWER CORPORATION,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,ultimate_parent,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.3603,0.0337,DE;EUROPE;US,0.3603;0.3266;0.1855,0,,,,,,,,
PH,254900IST03MP55ID065,"ABOITIZ SOLAR POWER, INC.",PH,254900UHTKF4VBSFTL94,ABOITIZ POWER CORPORATION,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,ultimate_parent,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.6437,0.5203,EUROPE;DE;OTHER,0.6437;0.1235;0.1199,0,,,,,,,,
PH,549300ZYHD5YBZVSYZ84,AC ENERGY AND INFRASTRUCTURE CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,,,,,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.344,0.1218,EUROPE;OTHER;AMERICAS_OTHER,0.344;0.2222;0.2174,0,,,,,,,,
PH,9845005786C3ECS39075,ACCENTURE INC.,PH,5493000EWHDSR3MZWH98,ACCENTURE PUBLIC LIMITED COMPANY,IE,5493000EWHDSR3MZWH98,ACCENTURE PUBLIC LIMITED COMPANY,IE,,,,,5493000EWHDSR3MZWH98,ACCENTURE PUBLIC LIMITED COMPANY,IE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,NATURAL_PERSONS,,,,,,,,,,DE,0.4542,0.2281,DE;EUROPE;US,0.4542;0.2261;0.1251,0,,,,,,,,
PH,549300LGUZQ61GQQXQ60,ACEN CORPORATION,PH,549300ZYHD5YBZVSYZ84,AC ENERGY AND INFRASTRUCTURE CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,ultimate_parent,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.4551,0.1953,EUROPE;OTHER;DE,0.4551;0.2598;0.0913,0,,,,,,,,
PH,254900C2BIGFW3G5WX22,"ACI WORLDWIDE PHILIPPINE ISLANDS, INC.",PH,,,,5493003BPVMZUJ6F5C02,"ACI WORLDWIDE, INC.",US,,,,,5493003BPVMZUJ6F5C02,"ACI WORLDWIDE, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.3756,0.186,US;EUROPE;OTHER,0.3756;0.1896;0.1464,0,,,,,,,,
PH,2549002EYT5NOBQDD489,"AFS PHILIPPINES, INC.",PH,254900X17Q0HT8RQQ134,Amstel Financial Services (S) Pte. Ltd.,SG,254900X17Q0HT8RQQ134,Amstel Financial Services (S) Pte. Ltd.,SG,,,,,254900X17Q0HT8RQQ134,Amstel Financial Services (S) Pte. Ltd.,SG,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.6389,0.4601,DE;US;AMERICAS_OTHER,0.6389;0.1788;0.0532,0,,,,,,,,
PH,54930002LN93NOB84W02,AIA PHILIPPINES LIFE AND GENERAL INSURANCE COMPANY INC.,PH,RU6VTXUC5TNXNI3V7Y80,AIA Company Limited,HK,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,,,,,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.5913,0.4384,US;AMERICAS_OTHER;DE,0.5913;0.153;0.0981,0,,,,,,,,
PH,549300HP5KXSGMEBD023,ALASKA MILK CORPORATION,PH,724500CDWM1CHYS8AP31,Koninklijke FrieslandCampina N.V.,NL,724500CDWM1CHYS8AP31,Koninklijke FrieslandCampina N.V.,NL,,,,,724500CDWM1CHYS8AP31,Koninklijke FrieslandCampina N.V.,NL,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.4479,0.1858,DE;US;EUROPE,0.4479;0.262;0.1124,0,,,,,,,,
PH,549300TLRUTK27L3TH44,"ALERE PHILIPPINES, INC.",PH,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,,,,,HQD377W2YR662HK5JX27,ABBOTT LABORATORIES,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.3373,0.1696,US;DE;AMERICAS_OTHER,0.3373;0.1676;0.1314,0,,,,,,,,
PH,529900SU3LHDITZGTC93,ALTAIR TECHNOLOGIES PHILIPPINES INC.,PH,W38RGI023J3WT1HWRP32,Siemens Aktiengesellschaft,DE,W38RGI023J3WT1HWRP32,Siemens Aktiengesellschaft,DE,,,,,W38RGI023J3WT1HWRP32,Siemens Aktiengesellschaft,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.5564,0.4127,DE;US;EUROPE,0.5564;0.1437;0.1436,0,,,,,,,,
PH,549300BVSUOI0J2YXU30,ANALOG DEVICES GEN. TRIAS INC.,PH,5493008RVYTSWTF40I68,Analog Devices Holdings B.V.,IE,GYVOE5EZ4GDAVTU4CQ61,"ANALOG DEVICES, INC.",US,,,,,GYVOE5EZ4GDAVTU4CQ61,"ANALOG DEVICES, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.5015,0.2452,US;DE;AMERICAS_OTHER,0.5015;0.2564;0.1038,0,,,,,,,,
PH,254900TKWMPYMXV22776,AP RENEWABLE ENERGY CORPORATION,PH,254900991FLRNZJTN223,"ABOITIZ RENEWABLES, INC.",PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,ultimate_parent,254900MDNXYJKHXO0P61,Aboitiz Equity Ventures Inc.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.622,0.4237,EUROPE;OTHER;ASIA_OTHER,0.622;0.1983;0.0578,0,,,,,,,,
PH,549300EZPX8NWSISAK56,"ARCHER-DANIELS-MIDLAND PHILIPPINES, INC.",PH,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,,,,,549300LO13MQ9HYSTR83,ARCHER-DANIELS-MIDLAND COMPANY,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.5352,0.4007,US;DE;EUROPE,0.5352;0.1346;0.1062,0,,,,,,,,
PH,549300PRF2ZVTZAISR23,ATOS INFORMATION TECHNOLOGY INC.,PH,,,,5493001EZOOA66PTBR68,ATOS SE,FR,,,,,5493001EZOOA66PTBR68,ATOS SE,FR,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,NON_PUBLIC,,,,,,,,,,DE,0.3555,0.0226,DE;US;AMERICAS_OTHER,0.3555;0.3328;0.1356,0,,,,,,,,
PH,5493000NUDJOB2RXE883,ATRAM TRUST CORPORATION,PH,2549001LKYZJC418SS88,"ATR Asset Management, Inc.",PH,2549001LKYZJC418SS88,"ATR Asset Management, Inc.",PH,,,,,2549001LKYZJC418SS88,"ATR Asset Management, Inc.",PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.468,0.3075,DE;US;EUROPE,0.468;0.1606;0.1446,0,,,,,,,,
PH,254900EWT10TQ6DKTV34,"AYALA LAND, INC.",PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,,,,,254900QJ68UH8GKNGI69,AYALA CORPORATION,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.3491,0.129,EUROPE;DE;US,0.3491;0.2201;0.2096,0,,,,,,,,
PH,254900918VDFWTXZH131,"Amazon Data Services Philippines, Inc.",PH,,,,ZXTILKJKG63JELOEG630,"AMAZON.COM, INC.",US,,,,,ZXTILKJKG63JELOEG630,"AMAZON.COM, INC.",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,NO_KNOWN_PERSON,,,,,,,,,,US,0.5842,0.3803,US;DE;EUROPE,0.5842;0.2039;0.0763,0,,,,,,,,
PH,529900WJORQIU7CF7M92,Avaloq Philippines Inc.,PH,5493000QYMPFRTEY4K28,日本電気株式会社,JP,5493000QYMPFRTEY4K28,日本電気株式会社,JP,,,,,5493000QYMPFRTEY4K28,日本電気株式会社,JP,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,OTHER,0.324,0.1826,OTHER;US;EUROPE,0.324;0.1414;0.137,0,,,,,,,,
PH,529900UZ0B2A7SEU1J14,B. BRAUN MEDICAL SUPPLIES INC.,PH,529900W8MHYEV82GT965,B. Braun SE,DE,5299004E1B0DK73UIY59,B. Braun Holding GmbH & Co. KG,DE,,,,,5299004E1B0DK73UIY59,B. Braun Holding GmbH & Co. KG,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.477,0.3164,US;DE;OTHER,0.477;0.1606;0.1357,0,,,,,,,,
PH,529900BKH3GMCPXNLD09,"B. Braun Avitum Philippines, Inc.",PH,5299004E1B0DK73UIY59,B. Braun Holding GmbH & Co. KG,DE,5299004E1B0DK73UIY59,B. Braun Holding GmbH & Co. KG,DE,,,,,5299004E1B0DK73UIY59,B. Braun Holding GmbH & Co. KG,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4702,0.1706,US;DE;EUROPE,0.4702;0.2996;0.092,0,,,,,,,,
PH,254900BWJ34HNGS6OD95,BAYER CROPSCIENCE INC.,PH,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,,,,,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.4031,0.1091,DE;EUROPE;OTHER,0.4031;0.294;0.128,0,,,,,,,,
PH,213800WP5WWX8D57WM03,BBDO GUERRERO. INC.,PH,HKUPACFHSSASQK8HLS17,OMNICOM GROUP INC.,US,HKUPACFHSSASQK8HLS17,OMNICOM GROUP INC.,US,,,,,HKUPACFHSSASQK8HLS17,OMNICOM GROUP INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.6886,0.5729,DE;US;AMERICAS_OTHER,0.6886;0.1157;0.0746,0,,,,,,,,
PH,9845007886664FEVF406,BD AGRICULTURE (PHILIPPINES) INC.,PH,,,,529900AXOUPVP04QCG44,Big Dutchman AktiengeselIschaft,DE,,,,,529900AXOUPVP04QCG44,Big Dutchman AktiengeselIschaft,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.28,0.0517,DE;US;EUROPE,0.28;0.2283;0.1895,0,,,,,,,,
PH,549300MEW0CVY0VEL904,BDO CAPITAL & INVESTMENT CORPORATION,PH,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,,,,,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,OTHER,0.2803,0.012,OTHER;EUROPE;AMERICAS_OTHER,0.2803;0.2682;0.1918,0,,,,,,,,
PH,549300EKTBDWRBXSB835,"BDO Private Bank, Inc.",PH,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,,,,,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.5834,0.428,DE;US;AMERICAS_OTHER,0.5834;0.1554;0.0991,0,,,,,,,,
PH,2549004GMVCHRYS8LW05,BDO SECURITIES CORPORATION,PH,549300MEW0CVY0VEL904,BDO CAPITAL & INVESTMENT CORPORATION,PH,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,ultimate_parent,3FGIIBS1PEI1FYQBGN97,"BDO UNIBANK, INC.",PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.4211,0.1373,EUROPE;OTHER;DE,0.4211;0.2838;0.1229,0,,,,,,,,
PH,549300Q89L7HJNOFLC15,BPI AIA LIFE ASSURANCE CORPORATION,PH,54930002LN93NOB84W02,AIA PHILIPPINES LIFE AND GENERAL INSURANCE COMPANY INC.,PH,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,ultimate_parent,ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,HK,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.3601,0.1653,US;EUROPE;DE,0.3601;0.1948;0.1682,0,,,,,,,,
PH,2549007L3GX60KVGDD76,BPI SECURITIES CORP.,PH,254900LLDHIIB1F6DI16,BPI CAPITAL CORP.,PH,254900LLDHIIB1F6DI16,BPI CAPITAL CORP.,PH,,,,,254900LLDHIIB1F6DI16,BPI CAPITAL CORP.,PH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.3913,0.0772,DE;US;OTHER,0.3913;0.3141;0.1204,0,,,,,,,,
PH,254900J7PNZASJY5AE13,BUNGE AGRIBUSINESS PHILS. I,PH,5493000DM1JNU1X8WN78,BUNGE ASIA PTE. LTD.,SG,254900IVXSV9K0B7PO26,Bunge Global SA,CH,,,,,254900IVXSV9K0B7PO26,Bunge Global SA,CH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,OTHER,0.4811,0.1802,OTHER;EUROPE;ASIA_OTHER,0.4811;0.3009;0.0873,0,,,,,,,,
PH,529900IZCOKCTPEKN750,"Bayan Delinquent Loan Recovery 1 (SPV-AMC), Inc.",PH,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,,,,,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.479,0.2223,US;DE;OTHER,0.479;0.2567;0.0879,0,,,,,,,,
PH,549300GQEEZG5VTX0E74,"Bayer Philippines, Inc.",PH,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,,,,,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,549300J4U55H3WP1XT59,Bayer Aktiengesellschaft,DE,BAYER,100.0,,,,,DE,0.5028,0.2048,DE;US;OFFSHORE,0.5028;0.298;0.0792,0,,,,,,,,
PH,529900TE0BWP16FPP635,Beiersdorf Philippines Inc.,PH,L47NHHI0Z9X22DV46U41,Beiersdorf Aktiengesellschaft,DE,529900DV1ODI5C2GRH81,maxingvest GmbH & Co. KGaA,DE,,,,,529900DV1ODI5C2GRH81,maxingvest GmbH & Co. KGaA,DE,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.4613,0.1853,DE;US;OTHER,0.4613;0.276;0.0661,0,,,,,,,,
PH,549300ZDW59MS56DDJ22,"C-JOY POULTRY MEATS PRODUCTION, INC.",PH,5493001CQ1KBLU1LES39,"CARGILL PHILIPPINES, INC.",PH,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,ultimate_parent,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4389,0.2619,US;ASIA_OTHER;EUROPE,0.4389;0.177;0.1393,0,,,,,,,,
PH,549300NEC760MV3RT251,"CARGILL OIL MILLS PHILIPPINES, INC.",PH,5493001CQ1KBLU1LES39,"CARGILL PHILIPPINES, INC.",PH,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,ultimate_parent,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,CARGILL,100.0,,,,,US,0.6569,0.5474,US;AMERICAS_OTHER;OFFSHORE,0.6569;0.1095;0.0818,0,,,,,,,,
PH,5493001CQ1KBLU1LES39,"CARGILL PHILIPPINES, INC.",PH,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,,,,,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,CARGILL,100.0,,,,,US,0.4927,0.2021,US;DE;OFFSHORE,0.4927;0.2906;0.0842,0,,,,,,,,
PH,549300NWSXO6S2OVQU21,"CARGILL TEXTURIZING SOLUTIONS PHILIPPINES, INC.",PH,549300DFYDW3H1J5BO07,CARGILL GMBH,DE,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,,,,,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,QXZYQNMR4JZ5RIRN4T31,"CARGILL, INCORPORATED",US,CARGILL,100.0,,,,,US,0.7231,0.6537,US;EUROPE;DE,0.7231;0.0694;0.0693,0,,,,,,,,
PH,549300SB2QQF7TMLMW58,CATERPILLAR FINANCIAL SERVICES PHILIPPINES INC.,PH,EDBQKYOPJUCJKLOJDE72,CATERPILLAR FINANCIAL SERVICES CORPORATION,US,WRJR7GS4GTRECRRTVX92,CATERPILLAR INC.,US,,,,,WRJR7GS4GTRECRRTVX92,CATERPILLAR INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4277,0.2108,US;EUROPE;OTHER,0.4277;0.2169;0.1475,0,,,,,,,,
PH,549300EI5HZ7VTY4HY04,"CCBC HOLDINGS, INC.",PH,E57ODZWZ7FF32TWEFA76,"Citibank, National Association",US,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,,,,,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.4441,0.2454,DE;US;AMERICAS_OTHER,0.4441;0.1988;0.1518,0,,,,,,,,
PH,9845005B415A048E5804,CGI PHILIPPINES INC.,PH,,,,549300WSRCZY73ZG3090,CGI INC.,CA,,,,,549300WSRCZY73ZG3090,CGI INC.,CA,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,AMERICAS_OTHER,0.3917,0.2421,AMERICAS_OTHER;DE;EUROPE,0.3917;0.1496;0.1396,0,,,,,,,,
PH,2549000OSZJHJQL5PD04,CHAROEN POKPHAND FOODS PHILIPPINES CORPORATION,PH,529900FJ3AI2GKGIWK15,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),TH,529900FJ3AI2GKGIWK15,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),TH,,,,,529900FJ3AI2GKGIWK15,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),TH,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,ASIA_OTHER,0.4846,0.2284,ASIA_OTHER;DE;EUROPE,0.4846;0.2562;0.1012,0,,,,,,,,
PH,549300R6FZ9QQ1PL5K39,CITI CENTER BUILDING CORP.,PH,549300EI5HZ7VTY4HY04,"CCBC HOLDINGS, INC.",PH,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,ultimate_parent,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4245,0.2314,US;DE;AMERICAS_OTHER,0.4245;0.1932;0.1356,0,,,,,,,,
PH,5493005N8SO956E2XN22,CITI SQUARE BUILDING CORPORATION,PH,549300EI5HZ7VTY4HY04,"CCBC HOLDINGS, INC.",PH,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,ultimate_parent,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4184,0.2303,US;AMERICAS_OTHER;OTHER,0.4184;0.1882;0.1398,0,,,,,,,,
PH,549300BEKR7IJPYSEV09,CITIBANK SQUARE CONDOMINIUM CORP.,PH,,,,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,,,,,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,NON_PUBLIC,,,,,,,,,,US,0.4201,0.1856,US;DE;EUROPE,0.4201;0.2345;0.1363,0,,,,,,,,
PH,549300NDS7HFDT3XNP71,CITICORP CAPITAL PHILS. INC.,PH,CYSD4L2598RQ9BPPCB72,CITIBANK OVERSEAS INVESTMENT CORPORATION,US,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,,,,,6SHGI4ZSSLCXXQSBB395,CITIGROUP INC.,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.3721,0.1228,DE;US;AMERICAS_OTHER,0.3721;0.2492;0.1588,0,,,,,,,,
PH,2138009SZ4USUGP1IM38,"CLSA PHILIPPINES, INC.",PH,213800YMG8YN4O5CX140,中信証券國際有限公司,HK,2549006I3Q3M98KHOT11,CITIC Limited,HK,,,,,2549006I3Q3M98KHOT11,CITIC Limited,HK,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,DE,0.6313,0.4403,DE;US;EUROPE,0.6313;0.191;0.0513,0,,,,,,,,
PH,549300VL0ZZQR3MMTU71,"COCA-COLA FEMSA PHILIPPINES, INC.",PH,5493008KEVFYPMGTXO33,"COCA-COLA FEMSA, S.A.B. DE C.V.",MX,549300A8MDWDJNMLV153,FOMENTO ECONOMICO MEXICANO S A B DE C V,MX,,,,,549300A8MDWDJNMLV153,FOMENTO ECONOMICO MEXICANO S A B DE C V,MX,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.5614,0.4266,US;DE;OFFSHORE,0.5614;0.1348;0.1258,0,,,,,,,,
PH,9845005ZC382FA36ED90,CONCEPCION-CARRIER AIR CONDITIONING COMPANY,PH,549300JE3W6CWY2NAN77,CARRIER GLOBAL CORPORATION,US,549300JE3W6CWY2NAN77,CARRIER GLOBAL CORPORATION,US,,,,,549300JE3W6CWY2NAN77,CARRIER GLOBAL CORPORATION,US,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4329,0.2836,US;DE;EUROPE,0.4329;0.1493;0.1425,0,,,,,,,,
PH,5493006PIE84IBN3EQ03,CTBC BANK (PHILIPPINES) CORPORATION,PH,549300JI5RKNDKC3GU44,中國信託商業銀行股份有限公司,TW,549300IWDYIFW6JXM387,中國信託金融控股股份有限公司,TW,,,,,549300IWDYIFW6JXM387,中國信託金融控股股份有限公司,TW,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,US,0.4522,0.2234,US;DE;OTHER,0.4522;0.2288;0.1007,0,,,,,,,,
PH,254900B0TWVO6GN5XT78,"Coca-Cola Europacific Aboitiz Philippines, Inc.",PH,,,,549300LTH67W4GWMRF57,COCA-COLA EUROPACIFIC PARTNERS PLC,GB,,,,,549300LTH67W4GWMRF57,COCA-COLA EUROPACIFIC PARTNERS PLC,GB,gleif_ultimate_parent,A_known_ultimate_parent,1.0,1,0,0,,,,,,,,,,,EUROPE,0.4138,0.2035,EUROPE;US;DE,0.4138;0.2104;0.1245,0,,,,,,,,
